N=M,T1,T2,S2,T4,S4,T7,S7,T8,S8,T16,S16,T20,S20,T40,S40
40000000,0.422622,0.378868,1.11549,0.19228,2.19795,0.0970992,4.35247,0.0566502,7.4602,0.0535466,7.89259,0.0278813,15.1579,0.0303729,13.9144,0.0186761,22.629
